close,high,low,open,timestamp,volume
21.9480,21.9480,21.1000,21.1856,1682121600,13451.55
21.4569,22.2077,20.5000,21.7953,1682208000,8675.66
21.4035,21.9549,21.0361,21.4721,1682294400,17234.42
21.9108,21.9366,20.1000,21.3187,1682380800,9570.45
21.2759,22.8780,20.5721,21.9500,1682467200,20245.79
22.2747,22.4900,21.2905,21.2905,1682553600,11966.02
23.3644,23.5049,22.2256,22.3264,1682640000,50339.29
23.1129,23.9000,22.9916,23.3900,1682726400,18284.00
23.0997,23.9299,22.9497,23.1848,1682812800,15654.52
21.9626,22.8680,21.5502,22.8680,1682899200,28273.50
22.2518,22.3354,21.7678,21.9309,1682985600,5891.24
22.1490,22.2825,21.2927,21.9636,1683072000,8811.68
21.7421,22.4758,21.6600,22.2811,1683158400,17104.30
22.8221,23.7499,21.7108,21.7338,1683244800,13677.66
21.9212,23.7499,21.7320,22.9086,1683331200,12888.02
21.7630,22.7856,21.7477,21.8557,1683417600,5641.65
20.6751,21.8012,20.0973,21.6690,1683504000,46960.31
20.6513,20.9672,20.4316,20.6430,1683590400,7991.55
20.9398,21.2498,19.8304,20.6600,1683676800,7534.47
20.2407,20.7055,19.7551,20.6446,1683763200,7116.07
20.9428,20.9877,19.6571,20.1607,1683849600,5989.25
20.8729,21.2193,19.9721,20.9275,1683936000,5577.56
20.9539,21.2393,20.6717,20.8090,1684022400,10015.10
21.0042,21.5045,20.7879,20.9455,1684108800,24427.36
20.6715,21.1208,20.4633,21.0835,1684195200,20085.70
21.1529,21.1529,20.4828,20.6617,1684281600,9776.23
20.3440,21.0739,20.1538,21.0133,1684368000,5517.34
20.3402,20.5053,20.2836,20.3224,1684454400,2011.29
20.2737,20.3315,20.1066,20.2411,1684540800,3705.80
19.6020,20.3448,19.4259,20.2679,1684627200,8657.59
19.5383,19.8825,19.2003,19.5916,1684713600,14862.88
20.0683,20.1532,19.4421,19.5946,1684800000,22292.27
19.2147,20.0214,18.7692,20.0214,1684886400,15787.63
19.2817,19.5238,18.8958,19.2225,1684972800,16133.60
19.3668,19.5331,19.1347,19.2160,1685059200,16814.11
20.4485,20.4882,19.3500,19.3698,1685145600,16035.79
20.7975,21.1157,20.3794,20.4682,1685232000,8791.25
20.5953,20.9610,20.2880,20.8286,1685318400,14667.98
21.2588,21.3909,20.5096,20.5953,1685404800,16007.46
20.8253,21.3212,20.4458,21.2667,1685491200,7482.41
20.5077,20.9685,20.4679,20.8298,1685577600,7340.86
21.3446,21.3446,20.4073,20.4665,1685664000,5781.59
21.1435,21.3436,21.0585,21.2331,1685750400,4564.61
22.0885,22.2644,21.2187,21.2187,1685836800,2707.22
20.1073,21.9513,19.3015,21.7650,1685923200,13497.99
20.4969,20.7118,19.2740,20.0231,1686009600,9167.47
18.6777,20.3325,18.6001,20.3325,1686096000,10217.90
18.8727,19.0976,18.0160,18.7949,1686182400,26112.50
17.3972,19.3242,17.1207,18.8142,1686268800,11383.92
15.7162,19.0000,12.8269,17.3619,1686355200,81459.74
15.5344,16.0849,15.1777,15.6845,1686441600,11541.87
15.2071,15.6500,14.7715,15.4602,1686528000,13136.68
14.9282,15.8742,14.8502,15.2345,1686614400,14766.66
14.4658,15.2785,14.2495,14.9543,1686700800,12936.16
14.7557,15.0158,14.2100,14.4954,1686787200,21526.54
15.3063,15.4054,14.4230,14.6946,1686873600,11451.49
15.6736,16.0560,15.2538,15.2888,1686960000,8088.76
15.4488,15.8273,15.3356,15.4944,1687046400,4211.83
16.1034,16.1034,15.3781,15.4001,1687132800,4817.90
16.6437,16.6437,15.7542,16.0544,1687219200,8950.08
17.2500,17.3900,16.5737,16.5823,1687305600,10504.36
16.6238,17.7299,16.5963,17.2600,1687392000,4842.31
17.1561,17.5052,16.2306,16.6320,1687478400,13038.49
16.6251,17.5144,16.4405,17.1435,1687564800,3621.84
16.9740,17.3379,16.6038,16.6304,1687651200,5896.75
16.2358,17.0904,16.0160,16.9474,1687737600,11869.44
16.6171,16.9021,16.1494,16.2332,1687824000,35223.98
16.0033,16.6376,15.6618,16.3709,1687910400,5884.44
17.9688,18.2000,15.9500,15.9993,1687996800,18437.10
18.9043,19.9500,17.4249,17.9827,1688083200,21677.50
18.6538,18.9703,17.9267,18.8605,1688169600,4675.30
19.4246,19.9793,18.5814,18.6848,1688256000,6059.15
19.2352,19.6419,18.9047,19.4558,1688342400,10032.38
19.1202,19.8500,19.1100,19.2579,1688428800,9359.67
18.9727,19.3385,18.4000,19.1202,1688515200,7109.71
19.6720,21.0170,18.8800,18.9838,1688601600,27455.29
21.4876,21.7673,19.3291,19.6870,1688688000,17584.10
21.8665,22.4073,21.3499,21.4971,1688774400,6450.77
21.3410,22.3488,21.0363,21.8600,1688860800,4861.59
21.3003,21.7000,20.4986,21.3287,1688947200,51423.41
22.0862,22.3450,21.2433,21.3115,1689033600,7459.31
21.9603,22.6955,21.8160,22.0371,1689120000,16613.52
25.9998,26.6618,21.4623,21.9174,1689206400,44847.44
26.7433,32.2722,21.0000,26.0410,1689292800,29579.38
27.2995,29.0769,26.6148,26.6815,1689379200,14186.73
27.3748,28.5811,26.5095,27.4835,1689465600,12302.52
26.8802,28.4117,25.7600,27.4263,1689552000,11969.70
25.5548,27.0450,24.8051,26.8174,1689638400,16220.01
26.3357,28.0013,25.4193,25.4846,1689724800,19216.80
25.3525,27.3479,25.0500,26.3353,1689811200,14284.31
25.5253,25.9681,25.0789,25.3681,1689897600,10179.96
24.5173,25.9529,24.0912,25.5062,1689984000,10793.79
24.7896,25.2162,24.1751,24.5121,1690070400,10311.92
23.3392,24.7837,22.8622,24.7476,1690156800,45070.95
23.3071,23.5450,22.6043,23.3398,1690243200,12385.31
25.1966,25.5946,23.2151,23.3400,1690329600,16239.33
25.1302,25.5700,24.5000,25.1814,1690416000,28920.59
24.8014,25.5004,24.5600,25.1330,1690502400,4602.24
25.1565,25.3628,24.7506,24.7801,1690588800,2306.53
24.2494,25.3699,23.6200,25.1387,1690675200,11855.60
23.7062,24.9705,23.6087,24.2028,1690761600,20282.54
23.9749,24.1443,22.8001,23.6699,1690848000,14522.05
23.1230,24.2112,22.9518,24.0502,1690934400,17882.62
22.6765,23.3531,22.4576,23.0888,1691020800,17127.07
22.8367,23.5069,22.5000,22.6300,1691107200,11012.38
22.6297,22.8884,22.2222,22.7308,1691193600,10576.09
23.1568,23.4705,22.5900,22.6486,1691280000,17289.01
23.0500,23.6300,22.3278,23.1672,1691366400,7017.01
24.1691,24.7400,23.0528,23.0790,1691452800,9041.79
24.3914,24.9500,24.1715,24.3200,1691539200,10857.70
24.6200,24.7904,24.1107,24.4116,1691625600,5680.12
24.5507,24.8168,24.3943,24.7135,1691712000,4174.49
24.8893,25.1748,24.4274,24.6546,1691798400,4528.63
24.3090,24.8216,24.2376,24.7641,1691884800,3039.99
25.1435,25.2300,24.1277,24.2089,1691971200,10512.32
23.8901,25.3153,23.7347,25.2000,1692057600,9341.42
22.7751,23.9993,22.3683,23.8631,1692144000,29898.49
21.7011,23.3448,20.0770,22.9025,1692230400,35635.40
21.2641,22.9989,20.9229,21.8945,1692316800,14749.68
21.9022,22.1219,21.3660,21.3911,1692403200,4888.71
21.7646,21.9950,21.5890,21.8764,1692489600,3671.55
21.2154,21.7523,20.3465,21.7523,1692576000,8775.50
20.5335,21.2336,19.4993,21.2164,1692662400,12850.94
21.6774,21.7796,20.3656,20.5854,1692748800,5505.73
21.0421,21.9287,20.7156,21.7804,1692835200,11744.93
20.3044,20.9965,20.1689,20.9965,1692921600,11910.76
20.2493,20.4049,19.8608,20.3694,1693008000,8010.52
20.7753,20.8624,20.2547,20.3636,1693094400,2246.37
20.5497,20.7476,20.0256,20.7311,1693180800,5212.28
21.7364,22.0161,20.1500,20.5426,1693267200,15273.57
20.8476,21.8940,20.6390,21.8464,1693353600,4287.56
19.8000,21.0196,19.4625,20.7422,1693440000,7393.12
19.2761,19.9100,19.0664,19.8627,1693526400,5303.21
19.4846,19.6093,19.2512,19.3720,1693612800,2649.51
19.5888,19.5888,19.3180,19.4676,1693699200,1692.66
19.4463,19.8400,19.2266,19.7780,1693785600,20285.43
20.2399,20.5898,19.1005,19.4608,1693872000,7930.56
19.5581,20.3713,19.1455,20.3713,1693958400,14199.80
19.9212,19.9985,19.3293,19.6498,1694044800,10809.62
19.5000,20.2122,19.4472,19.8986,1694131200,4649.97
19.4078,19.5741,19.4078,19.5322,1694217600,2075.95
18.3160,19.3911,17.8177,19.3911,1694304000,22515.65
17.7099,18.3966,17.3551,18.0693,1694390400,18981.03
17.9487,18.7597,17.6107,17.6107,1694476800,5039.75
18.3703,18.5198,17.8711,18.0183,1694563200,17989.83
18.8288,19.1559,18.4790,18.4790,1694649600,10063.08
19.2055,19.2548,18.6610,18.7400,1694736000,3291.76
19.1100,19.3839,18.8731,19.1491,1694822400,3051.16
18.7761,19.0804,18.6852,18.8001,1694908800,596.81
19.6298,20.1300,18.6767,18.7993,1694995200,11921.62
20.0541,20.3725,19.5683,19.6632,1695081600,12248.18
20.3629,20.4992,19.8734,20.0799,1695168000,3712.02
19.4089,20.2596,19.3299,20.2596,1695254400,5519.36
19.4712,19.7555,19.2693,19.3110,1695340800,2731.35
19.4156,19.5700,19.3884,19.5029,1695427200,94.34
19.3413,19.6664,19.2136,19.4902,1695513600,4469.31
19.3544,19.7229,19.1501,19.3492,1695600000,7776.48
19.0096,19.4927,18.9339,19.3826,1695686400,6003.15
19.1406,19.4745,18.7055,19.0485,1695772800,9612.88
19.8600,19.8600,19.1102,19.2935,1695859200,6071.40
20.3125,20.3872,19.9900,19.9900,1695945600,5420.08
21.3876,22.2197,20.0763,20.2858,1696032000,12373.12
23.8586,24.4679,21.1518,21.3186,1696118400,19474.89
23.3882,24.7354,22.8961,23.9200,1696204800,15103.77
23.5339,24.6614,22.0110,23.3687,1696291200,16376.37
23.2030,24.4999,22.5821,23.6656,1696377600,21971.51
22.7061,23.7199,22.5909,23.1001,1696464000,4131.48
23.3926,23.6918,22.6788,22.6788,1696550400,7354.36
23.2600,24.1918,23.2600,23.4196,1696636800,3225.53
23.2400,23.5701,23.1011,23.3099,1696723200,1633.60
22.0847,23.3299,21.5000,23.1150,1696809600,11444.24
22.1168,22.5257,21.6713,22.0600,1696896000,13545.12
21.9224,22.3827,21.7800,22.0827,1696982400,6956.48
21.2725,21.8221,20.9963,21.8221,1697068800,3922.68
21.8200,22.1394,21.1180,21.2845,1697155200,11564.77
21.9846,22.1800,21.8423,21.8703,1697241600,870.95
21.9248,22.1000,21.6855,21.9514,1697328000,1563.82
23.9709,24.7619,21.9238,21.9238,1697414400,14392.77
23.9343,24.5530,23.4747,23.9149,1697500800,8636.56
23.4351,24.3900,23.3877,23.9318,1697587200,7695.73
24.9333,25.7241,23.1789,23.4693,1697673600,12859.46
27.0500,27.4789,25.0172,25.0172,1697760000,17713.90
29.3922,30.2799,26.6665,27.0796,1697846400,20240.76
28.9301,29.8820,28.2754,29.3922,1697932800,19783.22
31.9412,32.8400,28.8694,29.0100,1698019200,38563.12
30.0709,33.3401,29.5997,31.9412,1698105600,28487.63
32.4844,33.7800,30.1055,30.1055,1698192000,29735.26
32.8500,33.2300,30.8200,32.3200,1698278400,20963.06
31.8335,33.2796,30.9190,32.6565,1698364800,7696.98
31.6316,32.4574,31.4379,31.8000,1698451200,1496.57
32.7600,33.1800,31.3776,31.5863,1698537600,6983.90
34.9560,35.1366,32.3558,32.9539,1698624000,12708.75
38.5100,38.5243,34.8936,34.9186,1698710400,14221.93
41.1306,47.3999,37.8909,38.5150,1698796800,38818.03
40.2338,44.5568,38.5739,41.1697,1698883200,32197.96
39.4510,40.0887,38.0191,39.5645,1698969600,26807.32
42.3423,43.0000,39.1540,39.2460,1699056000,16526.40
41.4500,42.6976,40.1730,42.4966,1699142400,12644.30
42.1334,42.4999,39.7221,41.1217,1699228800,10835.93
42.9400,44.8100,40.2729,42.2340,1699315200,26509.97
43.3633,43.8000,42.3207,42.8352,1699401600,15265.59
45.3800,48.8500,40.7000,43.0861,1699488000,77337.11
56.7189,57.4491,45.1857,45.1857,1699574400,99677.93
56.0507,64.2743,53.7823,56.7080,1699660800,85726.72
56.4271,63.9000,54.6278,56.9991,1699747200,33445.93
51.6615,59.7627,51.6615,56.0577,1699833600,43005.27
57.0869,58.7938,51.4000,51.4000,1699920000,33324.85
65.5761,67.3789,56.3200,57.8815,1700006400,68398.67
57.4800,68.1698,56.4200,65.7800,1700092800,61134.86
58.5600,60.4800,54.1009,57.8693,1700179200,24053.36
58.3700,59.2650,54.8333,57.7500,1700265600,7773.37
61.4399,62.0500,56.9359,57.5000,1700352000,14031.60
56.4600,61.1700,56.0700,60.8517,1700438400,21175.44
51.6701,57.2098,51.4982,56.2781,1700524800,23578.04
57.5810,58.9000,51.4982,51.4982,1700611200,13285.82
56.4562,59.1324,56.2000,57.7575,1700697600,9496.11
56.8131,59.8956,56.7548,57.0800,1700784000,11556.74
58.8500,59.8898,55.8297,56.3331,1700870400,6751.20
57.4000,59.5893,56.4986,58.7900,1700956800,4351.13
54.9900,57.9600,53.7901,57.9600,1701043200,7305.85
57.8047,58.6105,53.0241,55.0400,1701129600,12073.88
59.0901,61.6903,58.1200,58.2800,1701216000,16611.02
59.6400,61.6299,58.8998,59.0800,1701302400,18577.30
60.0001,61.7700,58.8459,59.1800,1701388800,12419.58
63.5997,65.2997,60.2100,60.2100,1701475200,9296.79
63.0799,65.4066,61.7001,63.9497,1701561600,10238.03
61.4800,65.2068,55.0000,63.0315,1701648000,25966.43
61.0400,62.5900,59.4103,61.0901,1701734400,14103.57
61.7800,66.4451,61.1143,61.1143,1701820800,27609.60
67.8798,69.3600,61.1000,61.7633,1701907200,41644.46
74.9500,75.1700,68.2000,68.2903,1701993600,35391.16
72.2400,77.6900,71.8600,75.3700,1702080000,18401.53
74.7198,74.7198,71.0200,72.2593,1702166400,5378.75
70.2400,74.4934,65.3293,74.4100,1702252800,11110.48
68.6061,73.7500,65.8500,70.5993,1702339200,28587.80
70.6460,72.4674,63.7600,68.2698,1702425600,25430.62
75.6700,76.0070,68.3199,70.7178,1702512000,29698.42
72.5905,79.4295,62.6200,75.5435,1702598400,23946.56
73.3402,77.1400,71.4801,72.7545,1702684800,7394.41
71.0411,74.6299,70.4273,73.7549,1702771200,11260.14
74.4430,75.4389,67.3000,70.8140,1702857600,15480.84
72.9961,76.9967,71.8095,74.5657,1702944000,26214.61
82.0654,84.0600,73.2600,73.3100,1703030400,30576.96
93.7689,98.2400,81.0835,82.3527,1703116800,49934.90
97.8570,99.3368,90.3453,94.3686,1703203200,29029.94
96.9093,98.0137,93.1487,97.5888,1703289600,23562.02
